GameID,posteam,DefensiveTeam,HomeTeam,AwayTeam,Outcome,Win,WinOrLoss
2018122309,GB,NYJ,NYJ,GB,GB,TRUE,Win
2018120913,OAK,PIT,OAK,PIT,OAK,TRUE,Win
2018120913,PIT,OAK,OAK,PIT,OAK,FALSE,Loss
2018090600,ATL,PHI,PHI,ATL,PHI,FALSE,Loss
2018090600,PHI,ATL,PHI,ATL,PHI,TRUE,Win
2018092308,IND,PHI,PHI,IND,PHI,FALSE,Loss
2018102108,CAR,PHI,PHI,CAR,CAR,TRUE,Win
2018111111,PHI,DAL,PHI,DAL,DAL,FALSE,Loss
2018112506,NYG,PHI,PHI,NYG,PHI,FALSE,Loss
2018122310,HOU,PHI,PHI,HOU,PHI,FALSE,Loss
2018122310,PHI,HOU,PHI,HOU,PHI,TRUE,Win
2018120208,LAC,PIT,PIT,LAC,LAC,TRUE,Win
2018121610,NE,PIT,PIT,NE,PIT,FALSE,Loss
2018123009,CIN,PIT,PIT,CIN,PIT,FALSE,Loss
2018091610,DET,SF,SF,DET,SF,FALSE,Loss
2018111200,NYG,SF,SF,NYG,NYG,TRUE,Win
2018111200,SF,NYG,SF,NYG,NYG,FALSE,Loss
2018120910,DEN,SF,SF,DEN,SF,FALSE,Loss
2018121609,SEA,SF,SF,SEA,SF,FALSE,Loss
2018121609,SF,SEA,SF,SEA,SF,TRUE,Win
2018122312,SF,CHI,SF,CHI,CHI,FALSE,Loss
2018091606,PHI,TB,TB,PHI,TB,FALSE,Loss
2018092400,TB,PIT,TB,PIT,PIT,FALSE,Loss
2018102109,TB,CLE,TB,CLE,TB,TRUE,Win
2018120209,CAR,TB,TB,CAR,TB,FALSE,Loss
2018091607,HOU,TEN,TEN,HOU,TEN,FALSE,Loss
2018093007,PHI,TEN,TEN,PHI,TEN,FALSE,Loss
2018120211,NYJ,TEN,TEN,NYJ,TEN,FALSE,Loss
2018120211,TEN,NYJ,TEN,NYJ,TEN,TRUE,Win
2018122200,WAS,TEN,TEN,WAS,TEN,FALSE,Loss
2018101408,CAR,WAS,WAS,CAR,WAS,FALSE,Loss
2018102110,DAL,WAS,WAS,DAL,DAL,TRUE,Win
2018102110,WAS,DAL,WAS,DAL,WAS,TRUE,Win
2018111806,WAS,HOU,WAS,HOU,HOU,FALSE,Loss
